name,category,image,lat,lng,address,description,住所,紹介,gx_media_links,参加形態,出展日,営業時間,電話番号,Web,YouTube
瀧株式会社・TAKIPAPER,越前和紙,images/icon-2.png,35.908467,136.2436484,瀧株式会社・TAKIPAPER,"<img src=""https://doc-04-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/ao4sb57jr1llp441v14t8dm6gc/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGpZjQjXJCRvlW-Yt9KJp5kajs8fGWganCmUVJDS6C2yqf3GB20P5jbaLQqTtLDzTMiAVf7wAYxPAcA7sfIXjdS3KUEwnDu4I4ba_E84UmKSHTI0V8N3ss8zOhqnfWCTkBQp7DJvGtyhWUa9nzYDJxi1arwxrXwvJsyrazWVj_HDqcPBjZWyDIBYeZJqwY4nHaZCCizZYBMJxBpANPVsC8a5ZGbhP4NraTNzFsxe2I96MRo?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒915-0233 福井県越前市岩本町2-26<br>参加形態: 工房（見学・展示）, 販売<br>紹介: 機械漉きやスクリーン印刷をメインに、手漉きや箔押しなどの製造加工も行う和紙工場です。紙漉きから印刷まで一貫生産を行っており、福井ふるさと企業に認定されています。<br>出展日: 6・7日<br>営業時間: 10:00-12:00 / 13:00-16:00<br>電話番号: 0778-43-0824<br>Web: https://www.takipaper.com/<br>YouTube: https://youtu.be/sdfNGHsPbCk?si=EyvtImv3VrhQSkGn",〒915-0233 福井県越前市岩本町2-26,機械漉きやスクリーン印刷をメインに、手漉きや箔押しなどの製造加工も行う和紙工場です。紙漉きから印刷まで一貫生産を行っており、福井ふるさと企業に認定されています。,https://doc-04-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/ao4sb57jr1llp441v14t8dm6gc/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGpZjQjXJCRvlW-Yt9KJp5kajs8fGWganCmUVJDS6C2yqf3GB20P5jbaLQqTtLDzTMiAVf7wAYxPAcA7sfIXjdS3KUEwnDu4I4ba_E84UmKSHTI0V8N3ss8zOhqnfWCTkBQp7DJvGtyhWUa9nzYDJxi1arwxrXwvJsyrazWVj_HDqcPBjZWyDIBYeZJqwY4nHaZCCizZYBMJxBpANPVsC8a5ZGbhP4NraTNzFsxe2I96MRo?fife,"工房（見学・展示）, 販売",6・7日,10:00-12:00 / 13:00-16:00,0778-43-0824,https://www.takipaper.com/,https://youtu.be/sdfNGHsPbCk?si=EyvtImv3VrhQSkGn
越前和紙ろまん・工房ひこざ,越前和紙,images/icon-2.png,35.909008,136.246746,越前和紙ろまん・工房ひこざ,"<img src=""https://doc-00-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/d7s7d11ue0ui3uoc2j3lkn7jrk/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGqhUtqG67oCWEgoa-Ypc7iQa3_QouAgBKOaRXP6_h0WMldmcegRJZAIR1adpA5FybCmR0NnB73gw5yydYH35vCNHW9Tw0uKEtPBX7r8danu7-V0tq2eFhOF-arCxSO_CRobQQH1MgdByAJy2dV-jHR79ahUWxnOOyxTW8rC9udWqxRmOmawQWpohCgs2WcJlZ0pj2FpHSi6y_BSnexKrPjSEMbebAd1QD1azZIuT4MtRcw?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒915-0233 福井県越前市岩本町10-37<br>参加形態: 販売<br>紹介: ""和紙を使った雑貨品の製造販売を行っています。食卓において…今日の楽しみ、明日の楽しみが発見出来る商品の開発をしてやさしさと心のゆとりを生み出す恋心ある和紙らしい和紙を展示しています。<br>""<br>出展日: 6-8日<br>営業時間: 9:00-17:00<br>電話番号: 0778-43-0033<br>Web: <br>YouTube: ",〒915-0233 福井県越前市岩本町10-37,"""和紙を使った雑貨品の製造販売を行っています。食卓において…今日の楽しみ、明日の楽しみが発見出来る商品の開発をしてやさしさと心のゆとりを生み出す恋心ある和紙らしい和紙を展示しています。
""",https://doc-00-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/d7s7d11ue0ui3uoc2j3lkn7jrk/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGqhUtqG67oCWEgoa-Ypc7iQa3_QouAgBKOaRXP6_h0WMldmcegRJZAIR1adpA5FybCmR0NnB73gw5yydYH35vCNHW9Tw0uKEtPBX7r8danu7-V0tq2eFhOF-arCxSO_CRobQQH1MgdByAJy2dV-jHR79ahUWxnOOyxTW8rC9udWqxRmOmawQWpohCgs2WcJlZ0pj2FpHSi6y_BSnexKrPjSEMbebAd1QD1azZIuT4MtRcw?fife,販売,6-8日,9:00-17:00,0778-43-0033,,
山田兄弟製紙・久兵衛,越前和紙,images/icon-2.png,35.905755,136.243541,山田兄弟製紙・久兵衛,"<img src=""https://doc-0o-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/i0b06ae53qta223aiv5np7aca4/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGr7Mvx0U1O8XyZKGPGXS43FIO4-2WSO2rx5WMMlhlH6hidWeU8S1913cBrPOVYT2KlKigiHWBugougS9Y1gIZ9m-dFSrWccCe3ljV6uGRBBRpqNIN0FwhFGWOMeN0ohU0mCJcMx0KBeDprV5VTiLx14deGY2yEdOHvV_YOCs-rEmxUqQpTEzcq01XCGRNKZX__Dg4YPNoYVbvXPLlWYo8uajYEdE3_Z272fWoJZqeddeDU?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒915-0235 福井県越前市不老町15-4<br>参加形態: 工房（見学・展示）, 販売, ワークショップ<br>紹介: 越前和紙の機械抄き製紙メーカーです。オリジナルブランド「久兵衛」にて、和紙の文房具の販売も行っています。<br>出展日: 6-8日<br>営業時間: 10:00-12:00 / 13:00-16:00<br>電話番号: 0778-43-0043<br>Web: http://www.yamada-keitei.com/<br>YouTube: ",〒915-0235 福井県越前市不老町15-4,越前和紙の機械抄き製紙メーカーです。オリジナルブランド「久兵衛」にて、和紙の文房具の販売も行っています。,https://doc-0o-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/i0b06ae53qta223aiv5np7aca4/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGr7Mvx0U1O8XyZKGPGXS43FIO4-2WSO2rx5WMMlhlH6hidWeU8S1913cBrPOVYT2KlKigiHWBugougS9Y1gIZ9m-dFSrWccCe3ljV6uGRBBRpqNIN0FwhFGWOMeN0ohU0mCJcMx0KBeDprV5VTiLx14deGY2yEdOHvV_YOCs-rEmxUqQpTEzcq01XCGRNKZX__Dg4YPNoYVbvXPLlWYo8uajYEdE3_Z272fWoJZqeddeDU?fife,"工房（見学・展示）, 販売, ワークショップ",6-8日,10:00-12:00 / 13:00-16:00,0778-43-0043,http://www.yamada-keitei.com/,
和紙屋・杉原商店,越前和紙,images/icon-2.png,35.907233,136.244577,和紙屋・杉原商店,"<img src=""https://doc-0c-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/qm3ptm5c420sjsjkocr9q6oq00/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGojNKJ1ANG7UN3HtigR5OeGAA1wwyPoPCXZSAb6l0je-dBYbeuUv7_IeDuitq-z4ELrG4fiV-JQixBrjMmExgBwBszHKT738C8W3t8XYT2XerLgGcVBtdyKlEUa6RU1FX1BmqU7EeMYQuhRQAiJE0F87xgJS0ku72pOXBz3-UQYbljf1eiJgtanjFpo-_UPCoFAdbvvfNbe2X6uuTpcsNby8NU1VOdeuW2RQZrAUvT2-NI?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒915-0235 福井県越前市不老町17-2<br>参加形態: 販売<br>紹介: 明治4年創業の和紙問屋。100年前の土蔵をギャラリーにして、様々な和紙の展示販売を行っています。漆と和紙を融合させたものや、伝統技法の透かし技術を使った和紙など様々な越前和紙に触れることができます。<br>出展日: 6-8日<br>営業時間: 6・8日 8:30-15:30 7日 8:30-13:30<br>電話番号: 0778-42-0032<br>Web: https://www.washiya.com/<br>YouTube: ",〒915-0235 福井県越前市不老町17-2,明治4年創業の和紙問屋。100年前の土蔵をギャラリーにして、様々な和紙の展示販売を行っています。漆と和紙を融合させたものや、伝統技法の透かし技術を使った和紙など様々な越前和紙に触れることができます。,https://doc-0c-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/qm3ptm5c420sjsjkocr9q6oq00/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGojNKJ1ANG7UN3HtigR5OeGAA1wwyPoPCXZSAb6l0je-dBYbeuUv7_IeDuitq-z4ELrG4fiV-JQixBrjMmExgBwBszHKT738C8W3t8XYT2XerLgGcVBtdyKlEUa6RU1FX1BmqU7EeMYQuhRQAiJE0F87xgJS0ku72pOXBz3-UQYbljf1eiJgtanjFpo-_UPCoFAdbvvfNbe2X6uuTpcsNby8NU1VOdeuW2RQZrAUvT2-NI?fife,販売,6-8日,6・8日 8:30-15:30 7日 8:30-13:30,0778-42-0032,https://www.washiya.com/,
RYOZO - 柳瀬良三製紙所,越前和紙,images/icon-2.png,35.90741360000001,136.2464356,RYOZO - 柳瀬良三製紙所,"<img src=""https://doc-0o-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/72r3uprmsncn221gp57blcg82c/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGokSWHVzbnepbmFZDafJNTmwWBfMX47KcSA7wlXJFdXPWirIvR00I3kGmVZV6SDy-bZFnz9dakY91uSet0SxRpyrgFhGT_786A4Q6kX8CW-DcCQKj5FWovmg8GkLa4TxClbnEkWu69U-CWqas7xZok0ZfJcpFXgjxaP-HNAVbChNwzkdt0mOoDvKumFVLwwWQsk_5ntso5l-l-gieZo8Q_NwRJkGk7O3lS7jYxyeK6R6Xg?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒915-0234 福井県越前市大滝町10-1<br>参加形態: 工房（見学・展示）, 販売, ワークショップ<br>紹介: 越前和紙の製造、小物販売、紙漉き体験工房の柳瀬良三製紙所です。柳瀬良三製紙所では1枚1枚手漉きしており、先代から伝わる和紙は光が透けるほど薄く、しなやかな風合いが特徴です。<br><br>（併設）【fill】<br>小さなアトリエfillがRYOZO SHOPgallery space2Fに3日間限定pop up shopとして出店します。生活衣服、装飾の展示販売、越前和紙と融合した空間デザインをお楽しみください。予約不要、どなたでもご覧いただけます。<br>6日10:00-12:00/13:00-16:00<br>7・8日10:00-12:00/13:00-17:00 <br><br>出展日: 6-8日<br>営業時間: 10:00-17:00<br>電話番号: 0778-42-1155<br><br>Web: https://washi.website/<br>YouTube: ",〒915-0234 福井県越前市大滝町10-1,"越前和紙の製造、小物販売、紙漉き体験工房の柳瀬良三製紙所です。柳瀬良三製紙所では1枚1枚手漉きしており、先代から伝わる和紙は光が透けるほど薄く、しなやかな風合いが特徴です。

（併設）【fill】
小さなアトリエfillがRYOZO SHOPgallery space2Fに3日間限定pop up shopとして出店します。生活衣服、装飾の展示販売、越前和紙と融合した空間デザインをお楽しみください。予約不要、どなたでもご覧いただけます。
6日10:00-12:00/13:00-16:00
7・8日10:00-12:00/13:00-17:00",https://doc-0o-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/72r3uprmsncn221gp57blcg82c/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGokSWHVzbnepbmFZDafJNTmwWBfMX47KcSA7wlXJFdXPWirIvR00I3kGmVZV6SDy-bZFnz9dakY91uSet0SxRpyrgFhGT_786A4Q6kX8CW-DcCQKj5FWovmg8GkLa4TxClbnEkWu69U-CWqas7xZok0ZfJcpFXgjxaP-HNAVbChNwzkdt0mOoDvKumFVLwwWQsk_5ntso5l-l-gieZo8Q_NwRJkGk7O3lS7jYxyeK6R6Xg?fife,"工房（見学・展示）, 販売, ワークショップ",6-8日,10:00-17:00,0778-42-1155,https://washi.website/,
滝製紙所,越前和紙,images/icon-2.png,35.905733,136.249437,滝製紙所,"<img src=""https://doc-0s-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/lmelsk8e5u2ne62f8sgun4bsv8/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGr3IpaZb8XAXYiI7VX_uvoZZzeGtFymr0QYoaHShBKbDfDoun5G074CgFAn3tNIR_M7mAhUgJDO6sLzt4hsO5XKGKprMld4lxHlCz7Fm0C-HpC1aHJoXs9kFbI77QrUUGXzYGkShRegHQm1_BqgYzUptt_g0iCzIXlr4HqXZ_qed2hpli6_nKBbsX0Krp9vdsJs_Mg87GvadZ_XKMJ0Pq-TQ9pYRpq5kmhdCuuC_KzRwCE?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒915-0234 福井県越前市大滝町27−30<br>参加形態: 工房（見学・展示）, 販売<br>紹介: 1875年創業。手漉きと機械抄きにて大紙（約100cm×200cm）を製紙しています。手漉きでは襖紙や創作和紙、全国唯一の襖判檀紙等を製造。機械漉きは2ｍ幅で抄紙可能。暮らしからアートまで枠に嵌らない和紙を製造しています。<br>出展日: 6-8日<br>営業時間: 6・7日 10:00-12:00 / 13:00-16:00 8日 10:00-12:00<br>電話番号: 0778−43−0332<br>Web: https://www.takiseishi.com/<br>YouTube: https://youtu.be/i0jkWbQ0Tgw?si=dTWrCK6hUPTBXTKj",〒915-0234 福井県越前市大滝町27−30,1875年創業。手漉きと機械抄きにて大紙（約100cm×200cm）を製紙しています。手漉きでは襖紙や創作和紙、全国唯一の襖判檀紙等を製造。機械漉きは2ｍ幅で抄紙可能。暮らしからアートまで枠に嵌らない和紙を製造しています。,https://doc-0s-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/lmelsk8e5u2ne62f8sgun4bsv8/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGr3IpaZb8XAXYiI7VX_uvoZZzeGtFymr0QYoaHShBKbDfDoun5G074CgFAn3tNIR_M7mAhUgJDO6sLzt4hsO5XKGKprMld4lxHlCz7Fm0C-HpC1aHJoXs9kFbI77QrUUGXzYGkShRegHQm1_BqgYzUptt_g0iCzIXlr4HqXZ_qed2hpli6_nKBbsX0Krp9vdsJs_Mg87GvadZ_XKMJ0Pq-TQ9pYRpq5kmhdCuuC_KzRwCE?fife,"工房（見学・展示）, 販売",6-8日,6・7日 10:00-12:00 / 13:00-16:00 8日 10:00-12:00,0778−43−0332,https://www.takiseishi.com/,https://youtu.be/i0jkWbQ0Tgw?si=dTWrCK6hUPTBXTKj
長田製紙所,越前和紙,images/icon-2.png,35.90473799999999,136.2505052,長田製紙所,"<img src=""https://doc-10-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/4deg3uccf83b62d5em9b2ibat4/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGr9rTw0Oo7E_vkCp2qx-fbT-NYtYQvDZWJ3KQKTVsc4dDMDBkdyQhFy8e90kgc0UP6cDvSGYbXB7IHJrb-5hWJUGHbdTcpe_uN-FoaFKAZwV2CwoDo9qtBap5LXNsGlLcN8ctForxRa3jEGRJnphBu1dI7Nxuj8g7ITQwOwQkNSlbClqrzRglnoniaFMYmxWFraNt0wnCEAncZjArU_lrVH_EPiNy-nPLIrFLgAWP1AAcY?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒915-0234 福井県越前市大滝町29‐39<br>参加形態: 工房（見学・展示）, 販売, ワークショップ<br>紹介: 1909年創業の手漉き大判和紙工場です。原料の煮熟から板張り乾燥まで、手作業ならではの襖紙や壁紙の製造、柿渋塗りや雑貨の加工など、多岐にわたる仕事をしています。<br>出展日: 6-8日<br>営業時間: 10:00-12:00/13:00-17:00<br>電話番号: 0778‐42‐0051<br>Web: https://osada-washi.jp/<br>YouTube: ",〒915-0234 福井県越前市大滝町29‐39,1909年創業の手漉き大判和紙工場です。原料の煮熟から板張り乾燥まで、手作業ならではの襖紙や壁紙の製造、柿渋塗りや雑貨の加工など、多岐にわたる仕事をしています。,https://doc-10-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/4deg3uccf83b62d5em9b2ibat4/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGr9rTw0Oo7E_vkCp2qx-fbT-NYtYQvDZWJ3KQKTVsc4dDMDBkdyQhFy8e90kgc0UP6cDvSGYbXB7IHJrb-5hWJUGHbdTcpe_uN-FoaFKAZwV2CwoDo9qtBap5LXNsGlLcN8ctForxRa3jEGRJnphBu1dI7Nxuj8g7ITQwOwQkNSlbClqrzRglnoniaFMYmxWFraNt0wnCEAncZjArU_lrVH_EPiNy-nPLIrFLgAWP1AAcY?fife,"工房（見学・展示）, 販売, ワークショップ",6-8日,10:00-12:00/13:00-17:00,0778‐42‐0051,https://osada-washi.jp/,
やなせ和紙,越前和紙,images/icon-2.png,35.904928,136.251271,やなせ和紙,"<img src=""https://doc-00-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/g0jle8v1bq32ln6feup62omdes/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGq8XsA1PuPoqej2zauXXkNVLwJ4wXZpZYUGnwTxGUVF9EusOSFtltCrhHSUXCyD2Y2a06ygo41MBXdL-OO3zOgE0h83yi71ZUfDjklMczpTdre8FBp3hKvCngXh8ZtuYOuChrPJ8UzVojMoxoDSZ0SLp52TmHhZigu2vuiBdAPOIL6bwtRlDiugRqLqhfxfXMuPO1oqG3LM8Pker3EA66YzGQrIBU9Q0muM9D6zuC8znOc?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒915-0234 福井県越前市大滝町24-21<br>参加形態: 工房（見学・展示）, 販売, ワークショップ<br>紹介: 本鳥の子紙などの無地の襖紙や、雲肌などの模様のある襖紙を主に漉いています。また、障子紙や壁紙、和紙を用いた小物も製作しています。皆様の暮らしの中に和紙がある、そのことも目指し、今後も精進してまいる所存です。<br>出展日: 6-8日<br>営業時間: 9:00-12:00 / 13:00-16:00<br>電話番号: 0778-43-0639<br>Web: https://washicco.jp<br>YouTube: https://youtu.be/oChuZqHDu6s?si=EsWtZ_wSdTZPp_pe",〒915-0234 福井県越前市大滝町24-21,本鳥の子紙などの無地の襖紙や、雲肌などの模様のある襖紙を主に漉いています。また、障子紙や壁紙、和紙を用いた小物も製作しています。皆様の暮らしの中に和紙がある、そのことも目指し、今後も精進してまいる所存です。,https://doc-00-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/g0jle8v1bq32ln6feup62omdes/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGq8XsA1PuPoqej2zauXXkNVLwJ4wXZpZYUGnwTxGUVF9EusOSFtltCrhHSUXCyD2Y2a06ygo41MBXdL-OO3zOgE0h83yi71ZUfDjklMczpTdre8FBp3hKvCngXh8ZtuYOuChrPJ8UzVojMoxoDSZ0SLp52TmHhZigu2vuiBdAPOIL6bwtRlDiugRqLqhfxfXMuPO1oqG3LM8Pker3EA66YzGQrIBU9Q0muM9D6zuC8znOc?fife,"工房（見学・展示）, 販売, ワークショップ",6-8日,9:00-12:00 / 13:00-16:00,0778-43-0639,https://washicco.jp,https://youtu.be/oChuZqHDu6s?si=EsWtZ_wSdTZPp_pe
山次製紙所,越前和紙,images/icon-2.png,35.9035113,136.2510595,山次製紙所,"<img src=""https://doc-0g-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/pmc63j7ggvi1scvb7gocqkrlfg/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGr8dyLZEaLCd_gO-L1P8C-bhwOzL5xDFXGvMN9gs_dGsC365aA87twTMOL9GfsIAEQ2X2j76X1-AsqWcMjeVsRQiqfT5OTsAMt-ekfaonZEa79kUJIenAx2Ba4z58m4H1dI3Supq55sodDM9HZQCazIV0trkRxnAn38csw9VYy5fKCTU8TB3ZZuB3Dde_7qt88lMnhxGK8LjHw9_zxruDIByyCm1wWMNIxqadFV4P7yT14?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒915-0234 福井県越前市大滝町29-5<br>参加形態: 工房（見学・展示）, 販売<br>紹介: 明治元年創業の手漉き越前和紙のメーカー。『和紙を現代のあたりまえに』をビジョンに掲げ、製作に取り組んでいます。受け継がれてきたものを大切にしながら、現代の技術と合わせたり、新たな技法を生み出したりして和紙の可能性を探求し続けます。<br><br>(併設)<br>【sufuto】<br>“祝いの品々”を提案するブランド。熨斗袋や名刺入れ、ふくさなどおよそ四千年の歴史を誇る「綴織（つづれおり）」を継承するメーカー清原織物が運営しています。<br>6-8日 9:30-16:00<br>連絡先：077-583-5711<br><br>出展日: 6-8日<br>営業時間: 9:00-12:00/13:00-17:00<br>電話番号: 0778-42-0553<br>Web: https://yamatsugi-seishi.com/<br>YouTube: <br><br><img src=""https://doc-0o-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/3vf40d04mp3ral06r145rs4jkc/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGpWIUff8UAYIZSGw3PlaN0eS9Oo79Fo9B35ULiZ_wBE9wDRlGW8jsVJ0r9FG5j0xdB7cx-uWglf01Zgk8g7_UNgO8ztQ0XLa1iHmJrQ8LFBSpBVyN5glrvfLXARLzG62U5K3x8blNHZQGnj0IkCS01tUdd2QtGh1MsmGg4MNL3SHUAAI_7YOvLyiDBYZSeyFDXk82Qrh3KOTzg0a4ncd4Y7rypgSYggh93NGKAfdtuvGmY?fife"" height=""200"" width=""auto"" />",〒915-0234 福井県越前市大滝町29-5,"明治元年創業の手漉き越前和紙のメーカー。『和紙を現代のあたりまえに』をビジョンに掲げ、製作に取り組んでいます。受け継がれてきたものを大切にしながら、現代の技術と合わせたり、新たな技法を生み出したりして和紙の可能性を探求し続けます。

(併設)
【sufuto】
“祝いの品々”を提案するブランド。熨斗袋や名刺入れ、ふくさなどおよそ四千年の歴史を誇る「綴織（つづれおり）」を継承するメーカー清原織物が運営しています。
6-8日 9:30-16:00
連絡先：077-583-5711",https://doc-0g-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/pmc63j7ggvi1scvb7gocqkrlfg/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGr8dyLZEaLCd_gO-L1P8C-bhwOzL5xDFXGvMN9gs_dGsC365aA87twTMOL9GfsIAEQ2X2j76X1-AsqWcMjeVsRQiqfT5OTsAMt-ekfaonZEa79kUJIenAx2Ba4z58m4H1dI3Supq55sodDM9HZQCazIV0trkRxnAn38csw9VYy5fKCTU8TB3ZZuB3Dde_7qt88lMnhxGK8LjHw9_zxruDIByyCm1wWMNIxqadFV4P7yT14?fife https://doc-0o-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/3vf40d04mp3ral06r145rs4jkc/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGpWIUff8UAYIZSGw3PlaN0eS9Oo79Fo9B35ULiZ_wBE9wDRlGW8jsVJ0r9FG5j0xdB7cx-uWglf01Zgk8g7_UNgO8ztQ0XLa1iHmJrQ8LFBSpBVyN5glrvfLXARLzG62U5K3x8blNHZQGnj0IkCS01tUdd2QtGh1MsmGg4MNL3SHUAAI_7YOvLyiDBYZSeyFDXk82Qrh3KOTzg0a4ncd4Y7rypgSYggh93NGKAfdtuvGmY?fife,"工房（見学・展示）, 販売",6-8日,9:00-12:00/13:00-17:00,0778-42-0553,https://yamatsugi-seishi.com/,
五十嵐製紙,越前和紙,images/icon-2.png,35.90764470000001,136.2480011,五十嵐製紙,"<img src=""https://doc-08-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/6573auhnabeeh6m45qfk0m95f8/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGr3zxAS1uAoVd5CK1jYCrDqDoprkH0jn0P7kEYBCmLZMCJdap9yiLopdGBP0BKLmFnJArJcuBd2Ld5sBubG4qEurVbk-iFgATIdsZewwJWOqB0YNPpaMRUJdKXU3uUtrHToKyeQVLcSmrItL-s41etRFk3k9QeR1t-Utar3wRCinUqwbK-FT--u2Ixmx2u1JUl7VG3FqqKLwxZR-kaEdKhPqZWKYLkQgrjB1UvR3DRcp_M?fife"" height=""200"" width=""auto"" /><br><br>住所: 〒915-0233 福井県越前市岩本町12-14<br>参加形態: 工房（見学・展示）, 販売, ワークショップ<br>紹介: 創業100年の越前和紙製造メーカー。壁紙・襖紙・小間紙・創作和紙・小物・Food Paperを漉いています。創作和紙は最大10ｍサイズの和紙を漉くことができ、有名アーティストにも好評を頂いています。<br>出展日: 6-8日<br>営業時間: 9:00-17:00<br>電話番号: 0778-43-0267<br>Web: http://www.wagamiya.com<br>YouTube: https://youtu.be/KBTf8Ui-gLY?si=Fri8YZBpquWoaQ1W",〒915-0233 福井県越前市岩本町12-14,創業100年の越前和紙製造メーカー。壁紙・襖紙・小間紙・創作和紙・小物・Food Paperを漉いています。創作和紙は最大10ｍサイズの和紙を漉くことができ、有名アーティストにも好評を頂いています。,https://doc-08-00-mymaps.googleusercontent.com/untrusted/hostedimage/tjp71pbl755n1d9knaupn39qao/6573auhnabeeh6m45qfk0m95f8/1696731300000/JZE0f6HJRobklDdF9DDVtADt9cDcsdY3/*/6AJ9UNGr3zxAS1uAoVd5CK1jYCrDqDoprkH0jn0P7kEYBCmLZMCJdap9yiLopdGBP0BKLmFnJArJcuBd2Ld5sBubG4qEurVbk-iFgATIdsZewwJWOqB0YNPpaMRUJdKXU3uUtrHToKyeQVLcSmrItL-s41etRFk3k9QeR1t-Utar3wRCinUqwbK-FT--u2Ixmx2u1JUl7VG3FqqKLwxZR-kaEdKhPqZWKYLkQgrjB1UvR3DRcp_M?fife,"工房（見学・展示）, 販売, ワークショップ",6-8日,9:00-17:00,0778-43-0267,http://www.wagamiya.com,https://youtu.be/KBTf8Ui-gLY?si=Fri8YZBpquWoaQ1W
